Frame,Object Name,X,Y
9,olivier_lp.005,463,237
9,olivier_lp,44,367
9,olivier_lp,784,130
9,eric_lp.011,674,345
9,eric_lp.011,34,314
9,eric_lp.011,52,99
9,eric_lp.011,799,14
9,eric_lp.009,790,70
9,eric_lp.007,191,10
9,eric_lp.005,412,307
9,eric_lp.005,306,154
9,eric_lp.003,692,1
9,eric_lp.003,654,14
9,eric_lp.003,670,4
9,eric_lp,238,443
9,eric_lp,709,147
9,eric_lp,281,253
9,arnaud_lp.011,540,177
9,arnaud_lp.011,922,237
9,arnaud_lp.011,338,59
9,arnaud_lp.011,168,42
9,arnaud_lp.009,214,38
9,arnaud_lp.007,176,198
9,arnaud_lp.007,754,128
9,arnaud_lp.007,374,214
9,arnaud_lp.005,866,95
9,arnaud_lp.005,225,67
9,arnaud_lp.005,799,13
9,arnaud_lp.003,633,390
9,arnaud_lp.003,680,458
9,arnaud_lp.003,441,36
9,arnaud_lp,148,280
9,arnaud_lp,671,310
9,arnaud_lp,140,183
9,arnaud_lp,178,145
9,arnaud_lp,130,96
9,arnaud_lp,254,143
9,arnaud_lp,697,6
10,olivier_lp.011,831,23
10,olivier_lp.011,370,32
10,olivier_lp.009,610,251
10,olivier_lp.009,658,14
10,olivier_lp.007,160,98
10,olivier_lp.007,270,79
10,olivier_lp.007,39,113
10,olivier_lp.007,271,232
10,olivier_lp.007,491,78
10,olivier_lp.007,19,12
10,olivier_lp.007,152,26
10,olivier_lp.005,304,394
10,olivier_lp.005,465,237
10,olivier_lp,46,367
10,olivier_lp,783,130
10,eric_lp.011,676,345
10,eric_lp.011,36,314
10,eric_lp.011,53,99
10,eric_lp.011,798,14
10,eric_lp.009,788,70
10,eric_lp.007,192,10
10,eric_lp.005,414,307
10,eric_lp.005,305,154
10,eric_lp.003,692,1
10,eric_lp.003,655,14
10,eric_lp.003,671,5
10,eric_lp,239,443
10,eric_lp,710,147
10,eric_lp,282,253
10,arnaud_lp.011,542,176
10,arnaud_lp.011,925,237
10,arnaud_lp.011,336,59
10,arnaud_lp.011,170,42
10,arnaud_lp.009,212,38
10,arnaud_lp.007,173,198
10,arnaud_lp.007,756,128
10,arnaud_lp.007,371,214
10,arnaud_lp.005,865,95
10,arnaud_lp.005,224,67
10,arnaud_lp.005,798,13
10,arnaud_lp.003,632,390
10,arnaud_lp.003,682,458
10,arnaud_lp.003,442,35
10,arnaud_lp,147,280
10,arnaud_lp,669,310
10,arnaud_lp,139,183
10,arnaud_lp,177,145
10,arnaud_lp,129,96
10,arnaud_lp,255,143
10,arnaud_lp,697,6
11,olivier_lp.011,832,23
11,olivier_lp.011,372,32
11,olivier_lp.009,607,251
11,olivier_lp.009,659,14
11,olivier_lp.007,162,98
11,olivier_lp.007,268,79
11,olivier_lp.007,38,113
11,olivier_lp.007,269,232
11,olivier_lp.007,493,78
11,olivier_lp.007,20,12
11,olivier_lp.007,154,26
11,olivier_lp.005,302,394
11,olivier_lp.005,466,237
11,olivier_lp,48,367
11,olivier_lp,781,130
11,eric_lp.011,679,345
11,eric_lp.011,39,314
11,eric_lp.011,55,100
11,eric_lp.011,796,14
11,eric_lp.009,786,70
11,eric_lp.007,194,10
11,eric_lp.005,415,306
11,eric_lp.005,304,154
11,eric_lp.003,958,159
11,eric_lp.003,693,1
11,eric_lp.003,656,14
11,eric_lp.003,672,5
11,eric_lp,241,444
11,eric_lp,712,147
11,eric_lp,283,253
11,arnaud_lp.011,545,176
11,arnaud_lp.011,927,237
11,arnaud_lp.011,334,59
11,arnaud_lp.011,172,42
11,arnaud_lp.009,210,38
11,arnaud_lp.007,171,198
11,arnaud_lp.007,759,128
11,arnaud_lp.007,368,214
11,arnaud_lp.005,864,96
11,arnaud_lp.005,223,67
11,arnaud_lp.005,797,13
11,arnaud_lp.003,630,390
11,arnaud_lp.003,684,458
11,arnaud_lp.003,443,35
11,arnaud_lp,145,280
11,arnaud_lp,668,310
11,arnaud_lp,138,183
11,arnaud_lp,176,145
11,arnaud_lp,128,96
11,arnaud_lp,256,143
11,arnaud_lp,698,6
12,olivier_lp.011,834,24
12,olivier_lp.011,373,33
12,olivier_lp.009,605,251
12,olivier_lp.009,661,14
12,olivier_lp.007,164,98
12,olivier_lp.007,266,78
12,olivier_lp.007,36,113
12,olivier_lp.007,266,232
12,olivier_lp.007,495,78
12,olivier_lp.007,22,13
12,olivier_lp.007,155,26
12,olivier_lp.005,300,394
12,olivier_lp.005,467,237
12,olivier_lp,49,367
12,olivier_lp,780,130
12,eric_lp.011,682,346
12,eric_lp.011,42,314
12,eric_lp.011,57,100
12,eric_lp.011,795,14
12,eric_lp.009,784,70
12,eric_lp.007,195,10
12,eric_lp.005,417,306
12,eric_lp.005,303,154
12,eric_lp.003,957,159
12,eric_lp.003,694,1
12,eric_lp.003,656,14
12,eric_lp.003,673,4
12,eric_lp,243,444
12,eric_lp,713,147
12,eric_lp,285,253
12,arnaud_lp.011,547,176
12,arnaud_lp.011,930,238
12,arnaud_lp.011,333,59
12,arnaud_lp.011,174,42
12,arnaud_lp.009,209,38
12,arnaud_lp.007,168,198
12,arnaud_lp.007,761,129
12,arnaud_lp.007,365,214
12,arnaud_lp.005,863,96
12,arnaud_lp.005,222,67
12,arnaud_lp.005,796,14
12,arnaud_lp.003,628,390
12,arnaud_lp.003,686,459
12,arnaud_lp.003,444,36
12,arnaud_lp,144,280
12,arnaud_lp,666,310
12,arnaud_lp,136,183
12,arnaud_lp,175,145
12,arnaud_lp,127,96
12,arnaud_lp,257,143
12,arnaud_lp,699,6
13,olivier_lp.011,836,24
13,olivier_lp.011,375,33
13,olivier_lp.009,602,251
13,olivier_lp.009,662,14
13,olivier_lp.007,166,98
13,olivier_lp.007,264,78
13,olivier_lp.007,34,113
13,olivier_lp.007,263,231
13,olivier_lp.007,498,78
13,olivier_lp.007,23,12
13,olivier_lp.007,157,26
13,olivier_lp.005,299,394
13,olivier_lp.005,469,237
13,olivier_lp,51,367
13,olivier_lp,779,130
13,eric_lp.011,685,346
13,eric_lp.011,45,314
13,eric_lp.011,59,100
13,eric_lp.011,793,14
13,eric_lp.009,783,70
13,eric_lp.007,197,11
13,eric_lp.005,418,306
13,eric_lp.005,302,154
13,eric_lp.003,956,158
13,eric_lp.003,695,1
13,eric_lp.003,657,14
13,eric_lp.003,674,4
13,eric_lp,244,444
13,eric_lp,714,147
13,eric_lp,286,252
13,arnaud_lp.011,549,177
13,arnaud_lp.011,932,238
13,arnaud_lp.011,331,59
13,arnaud_lp.011,175,42
13,arnaud_lp.009,207,37
13,arnaud_lp.007,166,198
13,arnaud_lp.007,763,129
13,arnaud_lp.007,362,214
13,arnaud_lp.005,862,96
13,arnaud_lp.005,221,67
13,arnaud_lp.005,795,14
13,arnaud_lp.003,626,390
13,arnaud_lp.003,688,459
13,arnaud_lp.003,445,36
13,arnaud_lp,143,280
13,arnaud_lp,665,310
13,arnaud_lp,135,183
13,arnaud_lp,174,145
13,arnaud_lp,126,96
13,arnaud_lp,258,143
13,arnaud_lp,700,6
14,olivier_lp.011,837,24
14,olivier_lp.011,377,33
14,olivier_lp.009,600,251
14,olivier_lp.009,664,14
14,olivier_lp.007,168,98
14,olivier_lp.007,262,78
14,olivier_lp.007,32,112
14,olivier_lp.007,260,231
14,olivier_lp.007,500,78
14,olivier_lp.007,25,12
14,olivier_lp.007,158,26
14,olivier_lp.005,297,394
14,olivier_lp.005,470,237
14,olivier_lp,53,367
14,olivier_lp,778,130
14,eric_lp.011,688,347
14,eric_lp.011,48,315
14,eric_lp.011,61,100
14,eric_lp.011,791,14
14,eric_lp.009,781,71
14,eric_lp.007,198,11
14,eric_lp.005,419,306
14,eric_lp.005,301,154
14,eric_lp.003,954,158
14,eric_lp.003,696,1
14,eric_lp.003,658,14
14,eric_lp.003,675,4
14,eric_lp,246,443
14,eric_lp,715,147
14,eric_lp,287,252
14,arnaud_lp.011,552,177
14,arnaud_lp.011,935,238
14,arnaud_lp.011,329,60
14,arnaud_lp.011,177,42
14,arnaud_lp.009,205,37
14,arnaud_lp.007,164,198
14,arnaud_lp.007,765,129
14,arnaud_lp.007,360,214
14,arnaud_lp.005,861,96
14,arnaud_lp.005,220,67
14,arnaud_lp.005,795,13
14,arnaud_lp.003,624,390
14,arnaud_lp.003,690,459
14,arnaud_lp.003,446,36
14,arnaud_lp,141,280
14,arnaud_lp,663,310
14,arnaud_lp,134,183
14,arnaud_lp,173,145
14,arnaud_lp,125,96
14,arnaud_lp,259,143
14,arnaud_lp,701,6
15,olivier_lp.011,839,25
15,olivier_lp.011,379,33
15,olivier_lp.009,597,251
15,olivier_lp.009,665,14
15,olivier_lp.007,170,98
15,olivier_lp.007,260,78
15,olivier_lp.007,30,112
15,olivier_lp.007,257,231
15,olivier_lp.007,501,78
15,olivier_lp.007,26,12
15,olivier_lp.007,160,26
15,olivier_lp.005,295,394
15,olivier_lp.005,472,237
15,olivier_lp,55,367
15,olivier_lp,777,130
15,eric_lp.011,691,347
15,eric_lp.011,51,315
15,eric_lp.011,63,101
15,eric_lp.011,789,14
15,eric_lp.009,779,71
15,eric_lp.007,200,11
15,eric_lp.005,421,306
15,eric_lp.005,300,154
15,eric_lp.003,953,158
15,eric_lp.003,697,1
15,eric_lp.003,659,14
15,eric_lp.003,676,4
15,eric_lp,248,443
15,eric_lp,716,147
15,eric_lp,289,252
15,arnaud_lp.011,554,177
15,arnaud_lp.011,938,239
15,arnaud_lp.011,327,60
15,arnaud_lp.011,179,43
15,arnaud_lp.009,204,37
15,arnaud_lp.007,161,198
15,arnaud_lp.007,768,129
15,arnaud_lp.007,357,214
15,arnaud_lp.005,860,96
15,arnaud_lp.005,219,67
15,arnaud_lp.005,794,13
15,arnaud_lp.003,623,390
15,arnaud_lp.003,692,459
15,arnaud_lp.003,447,36
15,arnaud_lp,140,280
15,arnaud_lp,662,310
15,arnaud_lp,133,183
15,arnaud_lp,171,145
15,arnaud_lp,124,96
15,arnaud_lp,261,143
15,arnaud_lp,702,6
16,olivier_lp.011,841,25
16,olivier_lp.011,380,33
16,olivier_lp.009,595,251
16,olivier_lp.009,667,15
16,olivier_lp.007,172,98
16,olivier_lp.007,258,77
16,olivier_lp.007,28,112
16,olivier_lp.007,255,231
16,olivier_lp.007,504,78
16,olivier_lp.007,28,12
16,olivier_lp.007,162,26
16,olivier_lp.005,293,394
16,olivier_lp.005,473,238
16,olivier_lp,56,367
16,olivier_lp,775,130
16,eric_lp.011,694,348
16,eric_lp.011,53,315
16,eric_lp.011,64,101
16,eric_lp.011,788,14
16,eric_lp.009,777,71
16,eric_lp.007,201,12
16,eric_lp.005,422,306
16,eric_lp.005,299,154
16,eric_lp.003,952,158
16,eric_lp.003,698,1
16,eric_lp.003,660,14
16,eric_lp.003,676,4
16,eric_lp,249,443
16,eric_lp,717,147
16,eric_lp,290,252
16,arnaud_lp.011,557,177
16,arnaud_lp.011,940,239
16,arnaud_lp.011,325,61
16,arnaud_lp.011,181,43
16,arnaud_lp.009,202,37
16,arnaud_lp.007,159,198
16,arnaud_lp.007,770,129
16,arnaud_lp.007,354,214
16,arnaud_lp.005,859,96
16,arnaud_lp.005,218,67
16,arnaud_lp.005,793,13
16,arnaud_lp.003,621,390
16,arnaud_lp.003,694,460
16,arnaud_lp.003,448,36
16,arnaud_lp,138,280
16,arnaud_lp,660,310
16,arnaud_lp,131,183
16,arnaud_lp,170,145
16,arnaud_lp,123,96
16,arnaud_lp,262,143
16,arnaud_lp,703,6
17,olivier_lp.011,842,25
17,olivier_lp.011,382,34
17,olivier_lp.009,592,251
17,olivier_lp.009,669,15
17,olivier_lp.007,174,98
17,olivier_lp.007,256,77
17,olivier_lp.007,26,111
17,olivier_lp.007,252,231
17,olivier_lp.007,505,78
17,olivier_lp.007,29,12
17,olivier_lp.007,163,26
17,olivier_lp.005,291,394
17,olivier_lp.005,474,238
17,olivier_lp,58,367
17,olivier_lp,774,130
17,eric_lp.011,697,348
17,eric_lp.011,56,316
17,eric_lp.011,66,101
17,eric_lp.011,786,14
17,eric_lp.009,775,71
17,eric_lp.007,203,12
17,eric_lp.005,424,306
17,eric_lp.005,297,155
17,eric_lp.003,951,158
17,eric_lp.003,698,1
17,eric_lp.003,661,14
17,eric_lp.003,677,4
17,eric_lp,251,443
17,eric_lp,719,147
17,eric_lp,291,252
17,arnaud_lp.011,559,177
17,arnaud_lp.011,943,239
17,arnaud_lp.011,324,61
17,arnaud_lp.011,183,43
17,arnaud_lp.009,200,37
17,arnaud_lp.007,157,197
17,arnaud_lp.007,772,129
17,arnaud_lp.007,352,213
17,arnaud_lp.005,858,96
17,arnaud_lp.005,217,67
17,arnaud_lp.005,792,13
17,arnaud_lp.003,619,390
17,arnaud_lp.003,696,460
17,arnaud_lp.003,449,36
17,arnaud_lp,136,280
17,arnaud_lp,658,310
17,arnaud_lp,130,183
17,arnaud_lp,169,145
17,arnaud_lp,122,96
17,arnaud_lp,263,143
17,arnaud_lp,704,6
18,olivier_lp.011,844,25
18,olivier_lp.011,384,34
18,olivier_lp.009,589,251
18,olivier_lp.009,670,15
18,olivier_lp.007,176,98
18,olivier_lp.007,254,77
18,olivier_lp.007,24,111
18,olivier_lp.007,250,231
18,olivier_lp.007,507,78
18,olivier_lp.007,31,12
18,olivier_lp.007,165,26
18,olivier_lp.005,289,394
18,olivier_lp.005,476,238
18,olivier_lp,60,367
18,olivier_lp,773,130
18,eric_lp.011,700,349
18,eric_lp.011,59,316
18,eric_lp.011,68,102
18,eric_lp.011,784,14
18,eric_lp.009,773,71
18,eric_lp.007,204,12
18,eric_lp.005,426,306
18,eric_lp.005,296,155
18,eric_lp.003,949,157
18,eric_lp.003,699,1
18,eric_lp.003,662,14
18,eric_lp.003,678,4
18,eric_lp,253,443
18,eric_lp,720,147
18,eric_lp,293,252
18,arnaud_lp.011,561,177
18,arnaud_lp.011,945,239
18,arnaud_lp.011,322,61
18,arnaud_lp.011,185,43
18,arnaud_lp.009,198,37
18,arnaud_lp.007,154,197
18,arnaud_lp.007,774,129
18,arnaud_lp.007,350,213
